# E1 = 1 E2 = 1 E3 = 1 m = 0.05 Eps = 0.5
# Time    Y_1                 Y_2                 Y_3                 
154.625   0.185458            1.06767             2.14984             
154.63    0.184902            1.06389             2.15054             
154.635   0.18435             1.06013             2.15121             
154.64    0.183804            1.05637             2.15184             
154.645   0.183262            1.05262             2.15242             
154.65    0.182725            1.04888             2.15297             
154.655   0.182194            1.04515             2.15348             
154.66    0.181667            1.04143             2.15394             
154.665   0.181145            1.03771             2.15437             
154.67    0.180629            1.03401             2.15475             
154.675   0.180117            1.03031             2.1551              
154.68    0.17961             1.02662             2.15541             
154.685   0.179108            1.02294             2.15567             
154.69    0.178611            1.01927             2.1559              
154.695   0.178119            1.01561             2.15609             
154.7     0.177632            1.01195             2.15624             
154.705   0.17715             1.00831             2.15635             
154.71    0.176672            1.00467             2.15642             
154.715   0.176199            1.00105             2.15645             
154.72    0.175732            0.99743             2.15644             
154.725   0.175269            0.993821            2.15639             
154.73    0.174811            0.990221            2.15631             
154.735   0.174357            0.98663             2.15618             
154.74    0.173909            0.983048            2.15602             
154.745   0.173465            0.979476            2.15582             
154.75    0.173026            0.975912            2.15558             
154.755   0.172592            0.972357            2.1553              
154.76    0.172163            0.968812            2.15498             
154.765   0.171739            0.965276            2.15463             
154.77    0.171319            0.961749            2.15423             
154.775   0.170904            0.958231            2.1538              
154.78    0.170493            0.954722            2.15333             
154.785   0.170088            0.951223            2.15283             
154.79    0.169687            0.947733            2.15228             
154.795   0.169291            0.944252            2.1517              
154.8     0.168899            0.940781            2.15108             
154.805   0.168513            0.937318            2.15043             
154.81    0.16813             0.933865            2.14974             
154.815   0.167753            0.930422            2.14901             
154.82    0.16738             0.926988            2.14824             
154.825   0.167012            0.923563            2.14744             
154.83    0.166649            0.920148            2.1466              
154.835   0.16629             0.916742            2.14572             
154.84    0.165936            0.913345            2.14481             
154.845   0.165586            0.909958            2.14386             
154.85    0.165241            0.90658             2.14288             
154.855   0.164901            0.903212            2.14186             
154.86    0.164565            0.899853            2.14081             
154.865   0.164234            0.896504            2.13972             
154.87    0.163908            0.893164            2.13859             
154.875   0.163586            0.889834            2.13743             
154.88    0.163268            0.886513            2.13624             
154.885   0.162955            0.883202            2.13501             
154.89    0.162647            0.879901            2.13375             
154.895   0.162343            0.876609            2.13245             
154.9     0.162044            0.873326            2.13111             
154.905   0.161749            0.870053            2.12975             
154.91    0.161459            0.86679             2.12835             
154.915   0.161174            0.863536            2.12691             
154.92    0.160893            0.860292            2.12544             
154.925   0.160616            0.857058            2.12394             
154.93    0.160344            0.853833            2.12241             
154.935   0.160076            0.850617            2.12084             
154.94    0.159813            0.847412            2.11924             
154.945   0.159555            0.844216            2.11761             
154.95    0.1593              0.841029            2.11594             
154.955   0.159051            0.837852            2.11424             
154.96    0.158805            0.834685            2.11251             
154.965   0.158565            0.831528            2.11075             
154.97    0.158328            0.82838             2.10896             
154.975   0.158097            0.825242            2.10713             
154.98    0.157869            0.822113            2.10528             
154.985   0.157646            0.818994            2.10339             
154.99    0.157428            0.815885            2.10147             
154.995   0.157214            0.812786            2.09952             
155       0.157004            0.809696            2.09754             
155.005   0.156799            0.806615            2.09553             
155.01    0.156598            0.803545            2.09349             
155.015   0.156402            0.800484            2.09141             
155.02    0.15621             0.797433            2.08931             
155.025   0.156022            0.794391            2.08718             
155.03    0.155839            0.791359            2.08502             
155.035   0.15566             0.788337            2.08283             
155.04    0.155486            0.785325            2.08061             
155.045   0.155316            0.782322            2.07837             
155.05    0.15515             0.779329            2.07609             
155.055   0.154989            0.776345            2.07378             
155.06    0.154832            0.773371            2.07145             
155.065   0.15468             0.770407            2.06909             
155.07    0.154532            0.767452            2.0667              
155.075   0.154389            0.764507            2.06428             
155.08    0.154249            0.761572            2.06184             
155.085   0.154114            0.758646            2.05937             
155.09    0.153984            0.75573             2.05687             
155.095   0.153858            0.752824            2.05434             
155.1     0.153736            0.749927            2.05179             
155.105   0.153619            0.74704             2.04921             
155.11    0.153506            0.744162            2.04661             
155.115   0.153398            0.741294            2.04398             
155.12    0.153293            0.738436            2.04132             
155.125   0.153194            0.735587            2.03864             
155.13    0.153098            0.732748            2.03593             
155.135   0.153007            0.729918            2.0332              
155.14    0.15292             0.727098            2.03044             
155.145   0.152838            0.724288            2.02766             
155.15    0.15276             0.721487            2.02485             
155.155   0.152687            0.718696            2.02202             
155.16    0.152618            0.715914            2.01916             
155.165   0.152553            0.713142            2.01628             
155.17    0.152493            0.710379            2.01338             
155.175   0.152437            0.707626            2.01045             
155.18    0.152385            0.704882            2.0075              
155.185   0.152338            0.702148            2.00452             
155.19    0.152295            0.699423            2.00153             
155.195   0.152257            0.696708            1.99851             
155.2     0.152223            0.694003            1.99547             
155.205   0.152193            0.691306            1.9924              
155.21    0.152168            0.688619            1.98932             
155.215   0.152148            0.685942            1.98621             
155.22    0.152131            0.683274            1.98308             
155.225   0.15212             0.680616            1.97993             
155.23    0.152112            0.677967            1.97675             
155.235   0.152109            0.675327            1.97356             
155.24    0.152111            0.672697            1.97035             
155.245   0.152117            0.670076            1.96711             
155.25    0.152127            0.667464            1.96386             
155.255   0.152142            0.664862            1.96058             
155.26    0.152161            0.662269            1.95729             
155.265   0.152185            0.659686            1.95397             
155.27    0.152213            0.657111            1.95064             
155.275   0.152246            0.654547            1.94728             
155.28    0.152283            0.651991            1.94391             
155.285   0.152325            0.649445            1.94052             
155.29    0.152371            0.646907            1.93711             
155.295   0.152422            0.64438             1.93368             
155.3     0.152477            0.641861            1.93023             
155.305   0.152537            0.639352            1.92677             
155.31    0.152601            0.636852            1.92328             
155.315   0.15267             0.634361            1.91978             
155.32    0.152743            0.631879            1.91626             
155.325   0.152821            0.629406            1.91273             
155.33    0.152904            0.626943            1.90917             
155.335   0.152991            0.624488            1.90561             
155.34    0.153083            0.622043            1.90202             
155.345   0.153179            0.619607            1.89842             
155.35    0.15328             0.61718             1.8948              
155.355   0.153385            0.614762            1.89116             
155.36    0.153496            0.612354            1.88751             
155.365   0.153611            0.609954            1.88385             
155.37    0.15373             0.607563            1.88016             
155.375   0.153854            0.605181            1.87647             
155.38    0.153983            0.602808            1.87276             
155.385   0.154117            0.600445            1.86903             
155.39    0.154255            0.59809             1.86529             
155.395   0.154398            0.595744            1.86153             
155.4     0.154546            0.593407            1.85776             
155.405   0.154698            0.591079            1.85398             
155.41    0.154856            0.58876             1.85018             
155.415   0.155018            0.58645             1.84637             
155.42    0.155184            0.584149            1.84255             
155.425   0.155356            0.581856            1.83871             
155.43    0.155533            0.579573            1.83486             
155.435   0.155714            0.577298            1.83099             
155.44    0.1559              0.575032            1.82712             
155.445   0.156091            0.572775            1.82323             
155.45    0.156287            0.570526            1.81933             
155.455   0.156488            0.568287            1.81542             
155.46    0.156694            0.566056            1.81149             
155.465   0.156904            0.563833            1.80756             
155.47    0.15712             0.56162             1.80361             
155.475   0.157341            0.559415            1.79965             
155.48    0.157566            0.557219            1.79568             
155.485   0.157797            0.555031            1.7917              
155.49    0.158032            0.552852            1.78771             
155.495   0.158273            0.550682            1.7837              
155.5     0.158519            0.54852             1.77969             
155.505   0.15877             0.546367            1.77567             
155.51    0.159026            0.544223            1.77164             
155.515   0.159287            0.542087            1.76759             
155.52    0.159553            0.539959            1.76354             
155.525   0.159824            0.53784             1.75948             
155.53    0.160101            0.53573             1.75541             
155.535   0.160383            0.533628            1.75133             
155.54    0.16067             0.531534            1.74724             
155.545   0.160962            0.529449            1.74315             
155.55    0.16126             0.527372            1.73904             
155.555   0.161562            0.525304            1.73493             
155.56    0.161871            0.523244            1.73081             
155.565   0.162184            0.521192            1.72668             
155.57    0.162503            0.519149            1.72254             
155.575   0.162827            0.517114            1.71839             
155.58    0.163157            0.515087            1.71424             
155.585   0.163492            0.513068            1.71008             
155.59    0.163833            0.511058            1.70591             
155.595   0.164179            0.509056            1.70174             
155.6     0.164531            0.507063            1.69756             
155.605   0.164888            0.505077            1.69337             
155.61    0.165251            0.5031              1.68918             
155.615   0.165619            0.501131            1.68498             
155.62    0.165993            0.49917             1.68077             
155.625   0.166373            0.497217            1.67656             
155.63    0.166758            0.495272            1.67234             
155.635   0.167149            0.493335            1.66812             
155.64    0.167546            0.491406            1.66389             
155.645   0.167949            0.489486            1.65966             
155.65    0.168357            0.487573            1.65542             
155.655   0.168772            0.485669            1.65117             
155.66    0.169192            0.483772            1.64693             
155.665   0.169618            0.481883            1.64267             
155.67    0.17005             0.480003            1.63842             
155.675   0.170488            0.47813             1.63415             
155.68    0.170931            0.476265            1.62989             
155.685   0.171381            0.474408            1.62562             
155.69    0.171837            0.472559            1.62134             
155.695   0.172299            0.470718            1.61707             
155.7     0.172768            0.468885            1.61278             
155.705   0.173242            0.467059            1.6085              
155.71    0.173723            0.465241            1.60421             
155.715   0.174209            0.463431            1.59992             
155.72    0.174702            0.461629            1.59563             
155.725   0.175202            0.459835            1.59133             
155.73    0.175707            0.458048            1.58703             
155.735   0.176219            0.456269            1.58273             
155.74    0.176738            0.454497            1.57843             
155.745   0.177263            0.452734            1.57412             
155.75    0.177794            0.450978            1.56981             
155.755   0.178332            0.449229            1.5655              
155.76    0.178877            0.447488            1.56119             
155.765   0.179428            0.445755            1.55688             
155.77    0.179985            0.444029            1.55256             
155.775   0.18055             0.442311            1.54824             
155.78    0.181121            0.4406              1.54393             
155.785   0.181699            0.438897            1.53961             
155.79    0.182283            0.437201            1.53529             
155.795   0.182875            0.435513            1.53097             
155.8     0.183473            0.433832            1.52664             
155.805   0.184079            0.432159            1.52232             
155.81    0.184691            0.430493            1.518               
155.815   0.18531             0.428835            1.51368             
155.82    0.185936            0.427183            1.50936             
155.825   0.18657             0.425539            1.50503             
155.83    0.18721             0.423903            1.50071             
155.835   0.187858            0.422274            1.49639             
155.84    0.188513            0.420652            1.49206             
155.845   0.189176            0.419037            1.48774             
155.85    0.189845            0.41743             1.48342             
155.855   0.190522            0.41583             1.4791              
155.86    0.191207            0.414237            1.47478             
155.865   0.191898            0.412651            1.47046             
155.87    0.192598            0.411072            1.46614             
155.875   0.193305            0.409501            1.46183             
155.88    0.194019            0.407936            1.45751             
155.885   0.194742            0.406379            1.4532              
155.89    0.195471            0.404829            1.44889             
155.895   0.196209            0.403286            1.44457             
155.9     0.196955            0.40175             1.44027             
155.905   0.197708            0.400221            1.43596             
155.91    0.198469            0.398699            1.43165             
155.915   0.199239            0.397185            1.42735             
155.92    0.200016            0.395677            1.42305             
155.925   0.200801            0.394176            1.41875             
155.93    0.201595            0.392682            1.41445             
155.935   0.202397            0.391195            1.41016             
155.94    0.203206            0.389715            1.40587             
155.945   0.204025            0.388241            1.40158             
155.95    0.204851            0.386775            1.39729             
155.955   0.205686            0.385316            1.39301             
155.96    0.20653             0.383863            1.38873             
155.965   0.207382            0.382417            1.38446             
155.97    0.208242            0.380978            1.38018             
155.975   0.209111            0.379546            1.37591             
155.98    0.209989            0.37812             1.37164             
155.985   0.210876            0.376702            1.36738             
155.99    0.211771            0.37529             1.36312             
155.995   0.212675            0.373884            1.35887             
156       0.213589            0.372486            1.35461             
156.005   0.214511            0.371094            1.35037             
156.01    0.215442            0.369708            1.34612             
156.015   0.216382            0.36833             1.34188             
156.02    0.217332            0.366958            1.33765             
156.025   0.218291            0.365592            1.33341             
156.03    0.219259            0.364234            1.32919             
156.035   0.220236            0.362881            1.32496             
156.04    0.221223            0.361536            1.32074             
156.045   0.22222             0.360197            1.31653             
156.05    0.223225            0.358864            1.31232             
156.055   0.224241            0.357538            1.30812             
156.06    0.225266            0.356218            1.30392             
156.065   0.226301            0.354905            1.29972             
156.07    0.227346            0.353598            1.29553             
156.075   0.228401            0.352298            1.29135             
156.08    0.229466            0.351004            1.28717             
156.085   0.23054             0.349716            1.28299             
156.09    0.231625            0.348435            1.27883             
156.095   0.23272             0.347161            1.27466             
156.1     0.233826            0.345892            1.2705              
156.105   0.234941            0.34463             1.26635             
156.11    0.236067            0.343374            1.2622              
156.115   0.237204            0.342125            1.25806             
156.12    0.238351            0.340882            1.25393             
156.125   0.239508            0.339645            1.2498              
156.13    0.240676            0.338414            1.24568             
156.135   0.241855            0.33719             1.24156             
156.14    0.243045            0.335971            1.23745             
156.145   0.244246            0.334759            1.23334             
156.15    0.245457            0.333553            1.22924             
156.155   0.24668             0.332354            1.22515             
156.16    0.247914            0.33116             1.22106             
156.165   0.249159            0.329973            1.21698             
156.17    0.250415            0.328791            1.21291             
156.175   0.251683            0.327616            1.20884             
156.18    0.252962            0.326447            1.20478             
156.185   0.254252            0.325284            1.20073             
156.19    0.255555            0.324127            1.19668             
156.195   0.256868            0.322976            1.19264             
156.2     0.258194            0.321831            1.1886              
156.205   0.259531            0.320692            1.18458             
156.21    0.260881            0.31956             1.18056             
156.215   0.262242            0.318433            1.17654             
156.22    0.263615            0.317312            1.17254             
156.225   0.265001            0.316197            1.16854             
156.23    0.266399            0.315088            1.16455             
156.235   0.267809            0.313984            1.16056             
156.24    0.269231            0.312887            1.15659             
156.245   0.270666            0.311796            1.15262             
156.25    0.272113            0.31071             1.14865             
156.255   0.273574            0.309631            1.1447              
156.26    0.275046            0.308557            1.14075             
156.265   0.276532            0.307489            1.13681             
156.27    0.278031            0.306427            1.13288             
156.275   0.279542            0.305371            1.12895             
156.28    0.281067            0.30432             1.12504             
156.285   0.282605            0.303275            1.12113             
156.29    0.284156            0.302236            1.11723             
156.295   0.28572             0.301203            1.11333             
156.3     0.287298            0.300176            1.10945             
156.305   0.288889            0.299154            1.10557             
156.31    0.290494            0.298138            1.1017              
156.315   0.292113            0.297128            1.09783             
156.32    0.293745            0.296123            1.09398             
156.325   0.295392            0.295124            1.09013             
156.33    0.297052            0.294131            1.0863              
156.335   0.298726            0.293143            1.08247             
156.34    0.300415            0.292161            1.07864             
156.345   0.302117            0.291184            1.07483             
156.35    0.303834            0.290213            1.07103             
156.355   0.305566            0.289248            1.06723             
156.36    0.307311            0.288288            1.06344             
156.365   0.309072            0.287334            1.05966             
156.37    0.310847            0.286386            1.05589             
156.375   0.312637            0.285443            1.05213             
156.38    0.314442            0.284505            1.04837             
156.385   0.316261            0.283573            1.04462             
156.39    0.318096            0.282647            1.04089             
156.395   0.319946            0.281726            1.03716             
156.4     0.321811            0.28081             1.03344             
156.405   0.323692            0.2799              1.02973             
156.41    0.325588            0.278995            1.02602             
156.415   0.327499            0.278096            1.02233             
156.42    0.329426            0.277203            1.01864             
156.425   0.331369            0.276314            1.01497             
156.43    0.333328            0.275431            1.0113              
156.435   0.335302            0.274554            1.00764             
156.44    0.337293            0.273682            1.00399             
156.445   0.339299            0.272815            1.00035             
156.45    0.341322            0.271954            0.996713            
156.455   0.343361            0.271098            0.993089            
156.46    0.345417            0.270247            0.989474            
156.465   0.347489            0.269402            0.985869            
156.47    0.349577            0.268562            0.982272            
156.475   0.351682            0.267727            0.978684            
156.48    0.353804            0.266898            0.975105            
156.485   0.355943            0.266074            0.971535            
156.49    0.358098            0.265255            0.967975            
156.495   0.360271            0.264441            0.964423            
156.5     0.362461            0.263633            0.960881            
156.505   0.364668            0.26283             0.957348            
156.51    0.366892            0.262032            0.953824            
156.515   0.369134            0.26124             0.950309            
156.52    0.371393            0.260453            0.946803            
156.525   0.37367             0.25967             0.943307            
156.53    0.375964            0.258894            0.939819            
156.535   0.378277            0.258122            0.936342            
156.54    0.380607            0.257355            0.932873            
156.545   0.382955            0.256594            0.929414            
156.55    0.385321            0.255838            0.925964            
156.555   0.387705            0.255087            0.922523            
156.56    0.390108            0.254341            0.919092            
156.565   0.392529            0.2536              0.91567             
156.57    0.394968            0.252865            0.912257            
156.575   0.397426            0.252134            0.908854            
156.58    0.399903            0.251409            0.90546             
156.585   0.402398            0.250689            0.902076            
156.59    0.404912            0.249974            0.898701            
156.595   0.407445            0.249264            0.895335            
156.6     0.409997            0.248559            0.891979            
156.605   0.412568            0.247859            0.888633            
156.61    0.415158            0.247164            0.885295            
156.615   0.417767            0.246475            0.881968            
156.62    0.420396            0.24579             0.87865             
156.625   0.423044            0.24511             0.875341            
156.63    0.425711            0.244436            0.872042            
156.635   0.428398            0.243766            0.868752            
156.64    0.431105            0.243102            0.865472            
156.645   0.433832            0.242443            0.862201            
156.65    0.436578            0.241788            0.85894             
156.655   0.439344            0.241139            0.855689            
156.66    0.442131            0.240494            0.852447            
156.665   0.444937            0.239855            0.849214            
156.67    0.447764            0.239221            0.845991            
156.675   0.45061             0.238591            0.842778            
156.68    0.453478            0.237967            0.839574            
156.685   0.456365            0.237347            0.83638             
156.69    0.459273            0.236733            0.833196            
156.695   0.462201            0.236123            0.830021            
156.7     0.465151            0.235519            0.826855            
156.705   0.46812             0.234919            0.8237              
156.71    0.471111            0.234324            0.820553            
156.715   0.474122            0.233735            0.817417            
156.72    0.477155            0.23315             0.81429             
156.725   0.480208            0.23257             0.811173            
156.73    0.483282            0.231995            0.808065            
156.735   0.486378            0.231425            0.804967            
156.74    0.489495            0.23086             0.801878            
156.745   0.492633            0.2303              0.798799            
156.75    0.495792            0.229744            0.79573             
156.755   0.498973            0.229194            0.79267             
156.76    0.502175            0.228649            0.78962             
156.765   0.505398            0.228108            0.786579            
156.77    0.508643            0.227572            0.783548            
156.775   0.51191             0.227042            0.780527            
156.78    0.515198            0.226516            0.777515            
156.785   0.518509            0.225995            0.774513            
156.79    0.52184             0.225479            0.77152             
156.795   0.525194            0.224968            0.768537            
156.8     0.52857             0.224461            0.765564            
156.805   0.531967            0.22396             0.7626              
156.81    0.535387            0.223463            0.759646            
156.815   0.538828            0.222971            0.756701            
156.82    0.542292            0.222485            0.753766            
156.825   0.545778            0.222003            0.75084             
156.83    0.549285            0.221525            0.747924            
156.835   0.552815            0.221053            0.745018            
156.84    0.556368            0.220586            0.742121            
156.845   0.559942            0.220123            0.739234            
156.85    0.563539            0.219666            0.736356            
156.855   0.567158            0.219213            0.733488            
156.86    0.570799            0.218765            0.730629            
156.865   0.574463            0.218322            0.72778             
156.87    0.578149            0.217883            0.72494             
156.875   0.581858            0.21745             0.72211             
156.88    0.585589            0.217021            0.719289            
156.885   0.589342            0.216598            0.716478            
156.89    0.593118            0.216179            0.713676            
156.895   0.596916            0.215765            0.710884            
156.9     0.600737            0.215356            0.708101            
156.905   0.604581            0.214951            0.705328            
156.91    0.608446            0.214552            0.702564            
156.915   0.612335            0.214157            0.69981             
156.92    0.616246            0.213768            0.697065            
156.925   0.620179            0.213383            0.694329            
156.93    0.624135            0.213003            0.691603            
156.935   0.628114            0.212628            0.688886            
156.94    0.632114            0.212257            0.686179            
156.945   0.636138            0.211892            0.683481            
156.95    0.640184            0.211531            0.680792            
156.955   0.644252            0.211175            0.678113            
156.96    0.648343            0.210824            0.675443            
156.965   0.652456            0.210478            0.672783            
156.97    0.656592            0.210137            0.670131            
156.975   0.66075             0.209801            0.66749             
156.98    0.66493             0.20947             0.664857            
156.985   0.669133            0.209143            0.662234            
156.99    0.673358            0.208821            0.65962             
156.995   0.677605            0.208504            0.657015            
157       0.681875            0.208193            0.654419            
157.005   0.686166            0.207885            0.651833            
157.01    0.69048             0.207583            0.649256            
157.015   0.694816            0.207286            0.646688            
157.02    0.699173            0.206994            0.64413             
157.025   0.703553            0.206706            0.64158             
157.03    0.707955            0.206424            0.63904             
157.035   0.712378            0.206146            0.636509            
157.04    0.716824            0.205873            0.633987            
157.045   0.721291            0.205605            0.631474            
157.05    0.72578             0.205342            0.628971            
157.055   0.73029             0.205084            0.626476            
157.06    0.734822            0.204831            0.623991            
157.065   0.739375            0.204583            0.621514            
157.07    0.743949            0.20434             0.619047            
157.075   0.748545            0.204102            0.616589            
157.08    0.753162            0.203868            0.61414             
157.085   0.7578              0.20364             0.6117              
157.09    0.762459            0.203417            0.609268            
157.095   0.767139            0.203198            0.606846            
157.1     0.77184             0.202985            0.604433            
157.105   0.776561            0.202776            0.602029            
157.11    0.781303            0.202573            0.599633            
157.115   0.786066            0.202374            0.597247            
157.12    0.790849            0.202181            0.59487             
157.125   0.795652            0.201992            0.592501            
157.13    0.800475            0.201809            0.590141            
157.135   0.805318            0.20163             0.587791            
157.14    0.810181            0.201457            0.585449            
157.145   0.815064            0.201289            0.583116            
157.15    0.819966            0.201125            0.580791            
157.155   0.824888            0.200967            0.578476            
157.16    0.829829            0.200814            0.576169            
157.165   0.834789            0.200666            0.573871            
157.17    0.839768            0.200523            0.571582            
157.175   0.844767            0.200385            0.569301            
157.18    0.849783            0.200252            0.56703             
157.185   0.854819            0.200124            0.564767            
157.19    0.859873            0.200001            0.562512            
157.195   0.864945            0.199884            0.560267            
157.2     0.870035            0.199771            0.558029            
157.205   0.875143            0.199664            0.555801            
157.21    0.880269            0.199562            0.553581            
157.215   0.885412            0.199465            0.55137             
157.22    0.890573            0.199373            0.549167            
157.225   0.895751            0.199286            0.546973            
157.23    0.900945            0.199205            0.544788            
157.235   0.906157            0.199129            0.542611            
157.24    0.911385            0.199058            0.540442            
157.245   0.91663             0.198992            0.538282            
157.25    0.921891            0.198931            0.53613             
157.255   0.927167            0.198876            0.533987            
157.26    0.93246             0.198826            0.531852            
157.265   0.937768            0.198781            0.529726            
157.27    0.943092            0.198742            0.527608            
157.275   0.94843             0.198708            0.525499            
157.28    0.953784            0.198679            0.523397            
157.285   0.959152            0.198655            0.521304            
157.29    0.964535            0.198637            0.51922             
157.295   0.969932            0.198624            0.517144            
157.3     0.975343            0.198617            0.515076            
157.305   0.980767            0.198615            0.513016            
157.31    0.986205            0.198618            0.510964            
157.315   0.991657            0.198627            0.508921            
157.32    0.997121            0.198641            0.506886            
157.325   1.0026              0.198661            0.504859            
157.33    1.00809             0.198686            0.50284             
157.335   1.01359             0.198716            0.50083             
157.34    1.0191              0.198752            0.498827            
157.345   1.02463             0.198794            0.496833            
157.35    1.03017             0.198841            0.494847            
157.355   1.03572             0.198893            0.492868            
157.36    1.04128             0.198951            0.490898            
157.365   1.04685             0.199015            0.488936            
157.37    1.05243             0.199084            0.486982            
157.375   1.05802             0.199159            0.485036            
157.38    1.06362             0.199239            0.483098            
157.385   1.06923             0.199325            0.481167            
157.39    1.07485             0.199417            0.479245            
157.395   1.08048             0.199515            0.477331            
157.4     1.08611             0.199618            0.475424            
157.405   1.09176             0.199726            0.473525            
157.41    1.09741             0.199841            0.471634            
157.415   1.10308             0.199961            0.469751            
157.42    1.10874             0.200087            0.467876            
157.425   1.11442             0.200219            0.466009            
157.43    1.1201              0.200356            0.464149            
157.435   1.12579             0.200499            0.462297            
157.44    1.13149             0.200648            0.460453            
157.445   1.13719             0.200803            0.458617            
157.45    1.1429              0.200964            0.456788            
157.455   1.14861             0.201131            0.454967            
157.46    1.15433             0.201304            0.453153            
157.465   1.16006             0.201482            0.451347            
157.47    1.16578             0.201667            0.449549            
157.475   1.17152             0.201857            0.447759            
157.48    1.17725             0.202054            0.445975            
157.485   1.18299             0.202256            0.4442              
157.49    1.18873             0.202465            0.442432            
157.495   1.19448             0.202679            0.440671            
157.5     1.20023             0.2029              0.438918            
157.505   1.20598             0.203127            0.437173            
157.51    1.21173             0.20336             0.435435            
157.515   1.21748             0.203599            0.433704            
157.52    1.22324             0.203844            0.431981            
157.525   1.22899             0.204095            0.430265            
157.53    1.23475             0.204353            0.428556            
157.535   1.2405              0.204617            0.426855            
157.54    1.24626             0.204887            0.425161            
157.545   1.25201             0.205163            0.423474            
157.55    1.25777             0.205446            0.421795            
157.555   1.26352             0.205735            0.420123            
157.56    1.26927             0.20603             0.418458            
157.565   1.27502             0.206332            0.4168              
157.57    1.28077             0.206641            0.41515             
157.575   1.28652             0.206955            0.413507            
157.58    1.29226             0.207276            0.411871            
157.585   1.298               0.207604            0.410242            
157.59    1.30374             0.207938            0.40862             
157.595   1.30947             0.208279            0.407005            
157.6     1.3152              0.208626            0.405398            
157.605   1.32092             0.20898             0.403797            
157.61    1.32664             0.20934             0.402204            
157.615   1.33236             0.209708            0.400617            
157.62    1.33806             0.210081            0.399037            
157.625   1.34377             0.210462            0.397465            
157.63    1.34946             0.210849            0.395899            
157.635   1.35515             0.211243            0.394341            
157.64    1.36084             0.211644            0.392789            
157.645   1.36651             0.212052            0.391244            
157.65    1.37218             0.212466            0.389706            
157.655   1.37784             0.212888            0.388175            
157.66    1.38349             0.213316            0.386651            
157.665   1.38914             0.213751            0.385133            
157.67    1.39477             0.214193            0.383623            
157.675   1.4004              0.214643            0.382119            
157.68    1.40602             0.215099            0.380622            
157.685   1.41162             0.215562            0.379131            
157.69    1.41722             0.216033            0.377648            
157.695   1.42281             0.21651             0.376171            
157.7     1.42838             0.216995            0.3747              
157.705   1.43395             0.217487            0.373237            
157.71    1.4395              0.217986            0.37178             
157.715   1.44504             0.218493            0.370329            
157.72    1.45057             0.219006            0.368886            
157.725   1.45609             0.219527            0.367448            
157.73    1.46159             0.220056            0.366018            
157.735   1.46708             0.220591            0.364594            
157.74    1.47256             0.221135            0.363176            
157.745   1.47803             0.221685            0.361765            
